"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood) [µmol/l]"
0,1334,0.056081586
0,1335,0.05587061
0,1336,0.055660475
0,1337,0.05545117
0,1338,0.055242687
0,1339,0.055035036
0,1340,0.0548282
0,1341,0.054622184
0,1342,0.05441698
0,1343,0.05421259
0,1344,0.054009005
0,1345,0.053806227
0,1346,0.053604245
0,1347,0.053403065
0,1348,0.053202678
0,1349,0.05300308
0,1350,0.05280427
0,1351,0.052606244
0,1352,0.052409
0,1353,0.052212533
0,1354,0.052016843
0,1355,0.05182192
0,1356,0.05162777
0,1357,0.051434387
0,1358,0.051241763
0,1359,0.051049903
0,1360,0.050858796
